ОП;ИД ОП;Название индикатора;ИД индикатора;Название компетенции;ИД компетенции;Название группы компетенций;Тип компетенции;Профессиональный стандарт;Сфера;ИД РПД;ИД РПД;ИД РПД
;2547, 2397, 2387;ПК-С2.5.2 Выбирает протоколы взаимодействия компонентов.;;ПК-С2.5. Способен выбирать и контролировать методы и способы взаимодействия программного средства со своим окружением.;;Профессиональные компетенции;Профессиональные компетенции;06.003 «Архитектор программного обеспечения»;;;;
;2547, 2397, 2387;ПК-С2.5.3 Выбирает технологии и средства разработки программного обеспечения.;;ПК-С2.5. Способен выбирать и контролировать методы и способы взаимодействия программного средства со своим окружением.;;Профессиональные компетенции;Профессиональные компетенции;06.003 «Архитектор программного обеспечения»;;;;
;2547, 2397, 2387;ПК-С3.1.1 Разрабатывает технические описания на отдельные блоки и средства обеспечения функциональной безопасности беспилотного транспортного средства.;;ПК-С3.1 Способен разработать комплект конструкторской и технической документации на средство обеспечения функциональной безопасности беспилотных транспортных средств;;Профессиональные компетенции;Профессиональные компетенции;29.006 «Специалист по проектированию систем в корпусе»;;;;
;2547, 2397, 2387;ПК-С3.1.2 Разрабатывает комплекты рабочей конструкторской документации на средство обеспечения функциональной безопасности беспилотного транспортного средства.;;ПК-С3.1 Способен разработать комплект конструкторской и технической документации на средство обеспечения функциональной безопасности беспилотных транспортных средств;;Профессиональные компетенции;Профессиональные компетенции;29.006 «Специалист по проектированию систем в корпусе»;;;;
;2547, 2397, 2387;ПК-С3.1.3 Подготавливает функциональное описание, инструкцию по использованию и назначению средства обеспечения функциональной безопасности беспилотного транспортного средства.;;ПК-С3.1 Способен разработать комплект конструкторской и технической документации на средство обеспечения функциональной безопасности беспилотных транспортных средств;;Профессиональные компетенции;Профессиональные компетенции;29.006 «Специалист по проектированию систем в корпусе»;;;;
;2547, 2397, 2387;ПК-С3.2.1 Планирует разработку или восстановление требований к системе обеспечения функциональной безопасности беспилотных транспортных средств;;ПК-С3.2 Способен осуществлять концептуальное, функциональное и логическое проектирование систем обеспечения функциональной безопасности беспилотных транспортных средств;;Профессиональные компетенции;Профессиональные компетенции;06.022 «Системный аналитик»;;;;
;2547, 2397, 2387;ПК-С3.2.2 Способен осуществить постановку целей создания системы обеспечения функциональной безопасности беспилотных транспортных средств;;ПК-С3.2 Способен осуществлять концептуальное, функциональное и логическое проектирование систем обеспечения функциональной безопасности беспилотных транспортных средств;;Профессиональные компетенции;Профессиональные компетенции;06.022 «Системный аналитик»;;;;
;2547, 2397, 2387;ПК-С3.2.3 Разрабатывает концепцию системы обеспечения функциональной безопасности беспилотных транспортных средств;;ПК-С3.2 Способен осуществлять концептуальное, функциональное и логическое проектирование систем обеспечения функциональной безопасности беспилотных транспортных средств;;Профессиональные компетенции;Профессиональные компетенции;06.022 «Системный аналитик»;;;;
;2547, 2397, 2387;ПК-С3.2.4 Разрабатывает техническое задание на систему обеспечения функциональной безопасности беспилотных транспортных средств;;ПК-С3.2 Способен осуществлять концептуальное, функциональное и логическое проектирование систем обеспечения функциональной безопасности беспилотных транспортных средств;;Профессиональные компетенции;Профессиональные компетенции;06.022 «Системный аналитик»;;;;
;2547, 2397, 2387;ПК-С3.3.1 Проводит поисковых исследований по созданию перспективных средств обеспечения функциональной безопасности на транспорте;;ПК-С3.3 Способен разрабатывать средства обеспечения функциональной безопасности на транспорте;;Профессиональные компетенции;Профессиональные компетенции;31.010 «Конструктор в автомобилестроении»;;;;
;2547, 2397, 2387;ПК-С3.3.2 Осуществляет концептуальное проектирование средств обеспечения функциональной безопасности на транспорте;;ПК-С3.3 Способен разрабатывать средства обеспечения функциональной безопасности на транспорте;;Профессиональные компетенции;Профессиональные компетенции;31.010 «Конструктор в автомобилестроении»;;;;
;2547, 2397, 2387;ПК-С3.3.3 Разрабатывает технического задания, эскизного проекта и технического проекта на средства обеспечения функциональной безопасности на транспорте;;ПК-С3.3 Способен разрабатывать средства обеспечения функциональной безопасности на транспорте;;Профессиональные компетенции;Профессиональные компетенции;31.010 «Конструктор в автомобилестроении»;;;;
;2547, 2397, 2387;ПК-С3.3.4 Разрабатывает эксплуатационно-технической документации на средства обеспечения функциональной безопасности на транспорте;;ПК-С3.3 Способен разрабатывать средства обеспечения функциональной безопасности на транспорте;;Профессиональные компетенции;Профессиональные компетенции;31.010 «Конструктор в автомобилестроении»;;;;
;2547, 2397, 2387;ПК-С3.4.1 Разрабатывает предложений для концепции инновационно-технического развития производства средств обеспечения функциональной безопасности беспилотных транспортных средств;;ПК-С3.4 Способен разрабатывать технологии и осуществлять технологическое сопровождение производства средств обеспечения функциональной безопасности беспилотных транспортных средств;;Профессиональные компетенции;Профессиональные компетенции;31.014 «Технолог в автомобилестроении»;;;;
;2547, 2397, 2387;ПК-С3.4.2 Разрабатывает технологической документации на производство средств обеспечения функциональной безопасности беспилотных транспортных средств;;ПК-С3.4 Способен разрабатывать технологии и осуществлять технологическое сопровождение производства средств обеспечения функциональной безопасности беспилотных транспортных средств;;Профессиональные компетенции;Профессиональные компетенции;31.014 «Технолог в автомобилестроении»;;;;
;2547, 2397, 2387;ПК-С3.4.3 Разрабатывает мероприятий и программ по повышению эффективности технологических процессов производства средств обеспечения функциональной безопасности беспилотных транспортных средств;;ПК-С3.4 Способен разрабатывать технологии и осуществлять технологическое сопровождение производства средств обеспечения функциональной безопасности беспилотных транспортных средств;;Профессиональные компетенции;Профессиональные компетенции;31.014 «Технолог в автомобилестроении»;;;;
;2547, 2397, 2387;ПК-5.1 Разрабатывает программное обеспечение и системы различного назначения.;;ПК-5. Способен управлять жизненным циклом программного обеспечения и систем различного назначения.;;Профессиональные компетенции;Профессиональные компетенции;;;;;
;2547, 2397, 2387;ПК-5.2 Тестирует программное обеспечение и системы различного назначения.;;ПК-5. Способен управлять жизненным циклом программного обеспечения и систем различного назначения.;;Профессиональные компетенции;Профессиональные компетенции;;;;;
;2547, 2397, 2387;ПК-5.3 Участвует в выполнении работ по вводу в эксплуатацию и сопровождению программного обеспечения и систем различного назначения.;;ПК-5. Способен управлять жизненным циклом программного обеспечения и систем различного назначения.;;Профессиональные компетенции;Профессиональные компетенции;;;;;
2020 Цифровое производство;2461, 2407;ПК-4.1 Организует выполнение научно-исследовательских работ по проблемам, предусмотренным тематическим планом организации ;;ПК-4. Способен к организации проведения работ по выполнению научно-исследовательских и опытно-конструкторских работ, проводить патентные исследования и определять показатели технического уровня проектируемых систем;;Профессиональные компетенции;Профессиональные компетенции;40.008 Специалист по организации и управлению научно-исследовательскими и опытно-конструкторскими работами»;;;;
;2461, 2407;ПК-4.2 Управляет ресурсами соответствующего структурного подразделения организации ;;ПК-4. Способен к организации проведения работ по выполнению научно-исследовательских и опытно-конструкторских работ, проводить патентные исследования и определять показатели технического уровня проектируемых систем;;Профессиональные компетенции;Профессиональные компетенции;40.008 Специалист по организации и управлению научно-исследовательскими и опытно-конструкторскими работами»;;;;
;2461, 2407;ПК-4.3 Организует анализ и оптимизацию процессов управления жизненным циклом научно-исследовательских и опытно-конструкторских работ;;ПК-4. Способен к организации проведения работ по выполнению научно-исследовательских и опытно-конструкторских работ, проводить патентные исследования и определять показатели технического уровня проектируемых систем;;Профессиональные компетенции;Профессиональные компетенции;40.008 Специалист по организации и управлению научно-исследовательскими и опытно-конструкторскими работами»;;;;
;2461, 2407;ПК-4.4 Проводит патентные исследования и определяет характеристики продукции ;;ПК-4. Способен к организации проведения работ по выполнению научно-исследовательских и опытно-конструкторских работ, проводить патентные исследования и определять показатели технического уровня проектируемых систем;;Профессиональные компетенции;Профессиональные компетенции;40.008 Специалист по организации и управлению научно-исследовательскими и опытно-конструкторскими работами»;;;;
;2461, 2407;ПК-10.1 Сопровождает внедренные управляющие программы;;ПК-10 Способен готовить управляющие программы к отладке и их отработке;;Профессиональные компетенции;Профессиональные компетенции;25.005 «Инженер-программист оборудования прецизионной металлообработки с программным управлением»;;;;
;2461, 2407;ПК-10.2 Определяет возможности использования готовых управляющих программ на станках с числовым программным управлением (ЧПУ);;ПК-10 Способен готовить управляющие программы к отладке и их отработке;;Профессиональные компетенции;Профессиональные компетенции;25.005 «Инженер-программист оборудования прецизионной металлообработки с программным управлением»;;;;
;2461, 2407;ПК-10.3 Корректирует разработанные управляющие программы на основе анализа входных данных (технологической и конструкторской документации);;ПК-10 Способен готовить управляющие программы к отладке и их отработке;;Профессиональные компетенции;Профессиональные компетенции;25.005 «Инженер-программист оборудования прецизионной металлообработки с программным управлением»;;;;
;2461, 2407;ПК-10.4 Отрабатывает управляющие программы совместно с наладчиком (оператором);;ПК-10 Способен готовить управляющие программы к отладке и их отработке;;Профессиональные компетенции;Профессиональные компетенции;25.005 «Инженер-программист оборудования прецизионной металлообработки с программным управлением»;;;;
;2461, 2407;ПК-С1.1.1 Разрабатывает комплекты технологической документации на технологические процессы изготовления типовых, унифицированных и стандартизированных изделий при помощи компьютерных средств;;ПК-С1.1 Способен проектировать типовые, групповые, единичные технологические процессы при помощи компьютерных средств и разрабатывать, конструировать отдельные узлы приспособлений, оснастки и специального инструмента, предусмотренных технологией ;;Профессиональные компетенции;Профессиональные компетенции;40.083 «Специалист по компьютерному проектированию технологических процессов»;;;;
;2461, 2407;ПК-С1.1.2 Вносит изменения в комплекты технологических изменений на типовые, групповые и единичные технологические процессы;;ПК-С1.1 Способен проектировать типовые, групповые, единичные технологические процессы при помощи компьютерных средств и разрабатывать, конструировать отдельные узлы приспособлений, оснастки и специального инструмента, предусмотренных технологией ;;Профессиональные компетенции;Профессиональные компетенции;40.083 «Специалист по компьютерному проектированию технологических процессов»;;;;
;2461, 2407;ПК-С1.1.3 Отрабатывает конструкцию изделия на технологичность;;ПК-С1.1 Способен проектировать типовые, групповые, единичные технологические процессы при помощи компьютерных средств и разрабатывать, конструировать отдельные узлы приспособлений, оснастки и специального инструмента, предусмотренных технологией ;;Профессиональные компетенции;Профессиональные компетенции;40.083 «Специалист по компьютерному проектированию технологических процессов»;;;;
;2461, 2407;ПК-С1.1.4 Группирует изделия по технологическим и конструктивно-технологическим признакам;;ПК-С1.1 Способен проектировать типовые, групповые, единичные технологические процессы при помощи компьютерных средств и разрабатывать, конструировать отдельные узлы приспособлений, оснастки и специального инструмента, предусмотренных технологией ;;Профессиональные компетенции;Профессиональные компетенции;40.083 «Специалист по компьютерному проектированию технологических процессов»;;;;
;2461, 2407;ПК- С1.1.5 Анализирует технические требования, предъявляемые к изделию, для изготовления, контроля или измерения которого проектируется приспособление, оснастка или специальный инструмент ;;ПК-С1.1 Способен проектировать типовые, групповые, единичные технологические процессы при помощи компьютерных средств и разрабатывать, конструировать отдельные узлы приспособлений, оснастки и специального инструмента, предусмотренных технологией ;;Профессиональные компетенции;Профессиональные компетенции;40.083 «Специалист по компьютерному проектированию технологических процессов»;;;;
;2461, 2407;ПК- С1.1.6 Разрабатывает компоновки приспособлений, оснастки или специального инструмента;;ПК-С1.1 Способен проектировать типовые, групповые, единичные технологические процессы при помощи компьютерных средств и разрабатывать, конструировать отдельные узлы приспособлений, оснастки и специального инструмента, предусмотренных технологией ;;Профессиональные компетенции;Профессиональные компетенции;40.083 «Специалист по компьютерному проектированию технологических процессов»;;;;
;2461, 2407;ПК- С1.1.7 Разрабатывает и оформляет конструкторскую документацию;;ПК-С1.1 Способен проектировать типовые, групповые, единичные технологические процессы при помощи компьютерных средств и разрабатывать, конструировать отдельные узлы приспособлений, оснастки и специального инструмента, предусмотренных технологией ;;Профессиональные компетенции;Профессиональные компетенции;40.083 «Специалист по компьютерному проектированию технологических процессов»;;;;
;2461, 2407;ПК-С2.4.1 Организует руководство выполнением типовых задач тактического планирования производства;;ПК-С2.4 Способен к стратегическому и тактическому планированию и организации производства и находить организационно- управленческие решения и готовность нести за них ответственность;;Профессиональные компетенции;Профессиональные компетенции;40.033 «Специалист по стратегическому и тактическому планированию и организации производства»;;;;
;2461, 2407;ПК-С2.4.2 Управляет процессами организации производства;;ПК-С2.4 Способен к стратегическому и тактическому планированию и организации производства и находить организационно- управленческие решения и готовность нести за них ответственность;;Профессиональные компетенции;Профессиональные компетенции;40.033 «Специалист по стратегическому и тактическому планированию и организации производства»;;;;
;2461, 2407;ПК-С2.4.3 Использует принципы логистики для принятия организационно-управленческих решений при производстве изделий;;ПК-С2.4 Способен к стратегическому и тактическому планированию и организации производства и находить организационно- управленческие решения и готовность нести за них ответственность;;Профессиональные компетенции;Профессиональные компетенции;40.033 «Специалист по стратегическому и тактическому планированию и организации производства»;;;;
;2461, 2407;ПК-С2.4.4 Проводит оценку и сравнение возможностей и недостатков инструментария логистического подхода в менеджменте организации;;ПК-С2.4 Способен к стратегическому и тактическому планированию и организации производства и находить организационно- управленческие решения и готовность нести за них ответственность;;Профессиональные компетенции;Профессиональные компетенции;40.033 «Специалист по стратегическому и тактическому планированию и организации производства»;;;;
;2461, 2407;ПК-С2.4.5 Использует принципы и методы логистического подхода в менеджменте организации;;ПК-С2.4 Способен к стратегическому и тактическому планированию и организации производства и находить организационно- управленческие решения и готовность нести за них ответственность;;Профессиональные компетенции;Профессиональные компетенции;40.033 «Специалист по стратегическому и тактическому планированию и организации производства»;;;;
;2461, 2407;ПК-1.1 Анализирует технические требования к проектируемому объекту;;ПК-1. Способен проектировать и конструировать электронные средства, технические и киберфизические системы;;Профессиональные компетенции;Профессиональные компетенции;;;;;
;2461, 2407;ПК-1.2 Формирует расчетные схемы проектируемых объектов;;ПК-1. Способен проектировать и конструировать электронные средства, технические и киберфизические системы;;Профессиональные компетенции;Профессиональные компетенции;;;;;
;2461, 2407;ПК-1.3 Производит силовые и прочностные расчеты;;ПК-1. Способен проектировать и конструировать электронные средства, технические и киберфизические системы;;Профессиональные компетенции;Профессиональные компетенции;;;;;
;2461, 2407;ПК-1.4 Применяет законы и принципы механики;;ПК-1. Способен проектировать и конструировать электронные средства, технические и киберфизические системы;;Профессиональные компетенции;Профессиональные компетенции;;;;;
;2461, 2407;ПК-2.1 Анализирует различные виды устойчивости динамических систем;;ПК-2. Способен изготавливать и управлять электронными средствами, техническими и киберфизическими системами;;Профессиональные компетенции;Профессиональные компетенции;;;;;
;2461, 2407;ПК-2.2. Определяет методы моделирования и управления системами ;;ПК-2. Способен изготавливать и управлять электронными средствами, техническими и киберфизическими системами;;Профессиональные компетенции;Профессиональные компетенции;;;;;
;2461, 2407;ПК-2.3 Строит математические и компьютерные модели статических и динамических объектов управления ;;ПК-2. Способен изготавливать и управлять электронными средствами, техническими и киберфизическими системами;;Профессиональные компетенции;Профессиональные компетенции;;;;;
;2461, 2407;ПК-2.4 Интерпретирует результаты моделирования статических и динамических технических систем;;ПК-2. Способен изготавливать и управлять электронными средствами, техническими и киберфизическими системами;;Профессиональные компетенции;Профессиональные компетенции;;;;;
;2461, 2407;ПК-3.1 Анализирует данные по оптимизации и эффективности изготовления продукции;;ПК-3. Способен изготавливать элементы технических и киберфизических систем;;Профессиональные компетенции;Профессиональные компетенции;;;;;
;2461, 2407;ПК-3.2 Разрабатывает предложения по эффективному использованию технологического оборудования;;ПК-3. Способен изготавливать элементы технических и киберфизических систем;;Профессиональные компетенции;Профессиональные компетенции;;;;;
;2461, 2407;ПК-3.3 Разрабатывает предложения по совершенствованию производственного процесса;;ПК-3. Способен изготавливать элементы технических и киберфизических систем;;Профессиональные компетенции;Профессиональные компетенции;;;;;
;2461, 2407;ПК-6.1 Анализирует современные тенденции и перспективы развития в области профессиональной деятельности;;ПК-6 Способен формулировать основные задачи в области профессиональной деятельности ;;Профессиональные компетенции;Профессиональные компетенции;;;;;
;2461, 2407;ПК-6.2 Использует современные источники информации для решения технологических задач;;ПК-6 Способен формулировать основные задачи в области профессиональной деятельности ;;Профессиональные компетенции;Профессиональные компетенции;;;;;
;2461, 2407;ПК-6.3 Определяет методы решения профессиональных задач;;ПК-6 Способен формулировать основные задачи в области профессиональной деятельности ;;Профессиональные компетенции;Профессиональные компетенции;;;;;
;2461, 2407;ПК-6.4 Владеет навыками поиска информации в области профессиональной деятельности;;ПК-6 Способен формулировать основные задачи в области профессиональной деятельности ;;Профессиональные компетенции;Профессиональные компетенции;;;;;
;2461, 2407;ПК-5.1 Выбирает способы проектирования и конструирования приборов;;ПК-5 Способен решать задачи, связанные  с компьютерным моделированием при разработке изделий;;Профессиональные компетенции;Профессиональные компетенции;;;;;
;2461, 2407;ПК-5.2 Использует средствам моделирования изделий.;;ПК-5 Способен решать задачи, связанные  с компьютерным моделированием при разработке изделий;;Профессиональные компетенции;Профессиональные компетенции;;;;;
;2461, 2407;ПК-5.3 Использует современные средства компьютерного моделирования;;ПК-5 Способен решать задачи, связанные  с компьютерным моделированием при разработке изделий;;Профессиональные компетенции;Профессиональные компетенции;;;;;
;2461, 2407;ПК-5.4 Анализирует результаты, полученные с помощью систем компьютерного моделирования;;ПК-5 Способен решать задачи, связанные  с компьютерным моделированием при разработке изделий;;Профессиональные компетенции;Профессиональные компетенции;;;;;
;2461, 2407;ПК-8.1 Анализирует технические требования к проектируемому объекту;;ПК-8 Способен проектировать и конструировать функциональные модули технических и киберфизических систем;;Профессиональные компетенции;Профессиональные компетенции;;;;;
;2461, 2407;ПК-8.2 Формирует расчетные схемы проектируемых объектов  и модели внешних условий их эксплуатации;;ПК-8 Способен проектировать и конструировать функциональные модули технических и киберфизических систем;;Профессиональные компетенции;Профессиональные компетенции;;;;;
;2461, 2407;ПК-8.3 Использует инструментарий для статического и кинематического расчетов движения элементов устройств и механизмов.;;ПК-8 Способен проектировать и конструировать функциональные модули технических и киберфизических систем;;Профессиональные компетенции;Профессиональные компетенции;;;;;
;2461, 2407;ПК-8.4 Владеет навыкам проведения самостоятельных исследований механической части в поставленной задаче.;;ПК-8 Способен проектировать и конструировать функциональные модули технических и киберфизических систем;;Профессиональные компетенции;Профессиональные компетенции;;;;;
;2461, 2407;ПК-8.5 Проектирует и рассчитывает элементы и устройства, использующие различные физические принципы действия;;ПК-8 Способен проектировать и конструировать функциональные модули технических и киберфизических систем;;Профессиональные компетенции;Профессиональные компетенции;;;;;
;2461, 2407;ПК-8.6 Участвует в разработке функциональных и структурных схем приборов;;ПК-8 Способен проектировать и конструировать функциональные модули технических и киберфизических систем;;Профессиональные компетенции;Профессиональные компетенции;;;;;
;2461, 2407;ПК-8.7 Выбирает необходимый метод измерения и структуру измерительной системы.;;ПК-8 Способен проектировать и конструировать функциональные модули технических и киберфизических систем;;Профессиональные компетенции;Профессиональные компетенции;;;;;
;2461, 2407;ПК-8.8 Разрабатывает принципиальные электрические схемы и проектировать типовые электрические и электронные устройства;;ПК-8 Способен проектировать и конструировать функциональные модули технических и киберфизических систем;;Профессиональные компетенции;Профессиональные компетенции;;;;;
;2461, 2407;ПК-8.9 Участвует в расчетах и проектировании комплексных устройств электронной техники;;ПК-8 Способен проектировать и конструировать функциональные модули технических и киберфизических систем;;Профессиональные компетенции;Профессиональные компетенции;;;;;
;2461, 2407;ПК-7.1  Анализирует исходные данные для проведения технологической подготовки производства;;ПК-7  Способен осуществлять техническую подготовку производства с применением средств автоматизации ;;Профессиональные компетенции;Профессиональные компетенции;;;;;
;2461, 2407;ПК-7.2  Выбирает или создает средства автоматизации технологической подготовки производства;;ПК-7  Способен осуществлять техническую подготовку производства с применением средств автоматизации ;;Профессиональные компетенции;Профессиональные компетенции;;;;;
;2461, 2407;ПК-7.3  Использует компьютерные средства автоматизации для выполнения этапов технологической подготовки производства;;ПК-7  Способен осуществлять техническую подготовку производства с применением средств автоматизации ;;Профессиональные компетенции;Профессиональные компетенции;;;;;
;2461, 2407;ПК-7.4  Осуществляет внедрение средств автоматизации технологической подготовки производства;;ПК-7  Способен осуществлять техническую подготовку производства с применением средств автоматизации ;;Профессиональные компетенции;Профессиональные компетенции;;;;;
